scenario_id,profile_id,attachment_size_kb,repeat,turn,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,latency_budget_passed,cost_budget_passed,memory_drift_passed
contradict-t20,contradict,100,1,19,19,6c368325-926c-4e3b-aafc-536565e79357,60133,60000,12,2,1613,101643,329,0.015444,21154,none,pm,1,1,1
contradict-t20,contradict,100,1,20,20,6c368325-926c-4e3b-aafc-536565e79357,60119,60000,12,2,1402,101663,322,0.015443,20812,none,pm,1,1,1
contradict-t20,contradict,100,2,1,1,840a68c2-8677-4b41-8ad3-68c9d2163afb,60181,60000,2,0,0,14193,283,0.002299,8086,none,default,1,1,0
contradict-t20,contradict,100,2,2,2,840a68c2-8677-4b41-8ad3-68c9d2163afb,60133,60000,4,0,0,26652,318,0.004189,20163,none,pm,1,1,1
contradict-t20,contradict,100,2,3,3,840a68c2-8677-4b41-8ad3-68c9d2163afb,60186,60000,6,0,0,39085,297,0.006041,19651,none,pm,1,1,1
contradict-t20,contradict,100,2,4,4,840a68c2-8677-4b41-8ad3-68c9d2163afb,60129,60000,8,0,0,51475,312,0.007908,23842,none,pm,1,1,1
contradict-t20,contradict,100,2,5,5,840a68c2-8677-4b41-8ad3-68c9d2163afb,60128,60000,10,0,0,63891,274,0.009748,19497,none,pm,1,1,1
contradict-t20,contradict,100,2,6,6,840a68c2-8677-4b41-8ad3-68c9d2163afb,60159,60000,12,0,0,76235,310,0.011621,24456,none,pm,1,1,1
contradict-t20,contradict,100,2,7,7,840a68c2-8677-4b41-8ad3-68c9d2163afb,60119,60000,12,0,736,88650,267,0.013458,22160,none,pm,1,1,1
contradict-t20,contradict,100,2,8,8,840a68c2-8677-4b41-8ad3-68c9d2163afb,60198,60000,12,0,848,88776,293,0.013492,22420,none,pm,1,1,1
contradict-t20,contradict,100,2,9,9,840a68c2-8677-4b41-8ad3-68c9d2163afb,60114,60000,12,0,949,88784,297,0.013496,18768,none,pm,1,1,1
contradict-t20,contradict,100,2,10,10,840a68c2-8677-4b41-8ad3-68c9d2163afb,60118,60000,12,0,1192,88783,270,0.013479,17695,none,pm,1,1,1
contradict-t20,contradict,100,2,11,11,840a68c2-8677-4b41-8ad3-68c9d2163afb,60129,60000,12,0,1283,88775,291,0.013491,19848,none,pm,1,1,1
contradict-t20,contradict,100,2,12,12,840a68c2-8677-4b41-8ad3-68c9d2163afb,60116,60000,12,0,1433,88811,297,0.0135,20232,none,pm,1,1,1
contradict-t20,contradict,100,2,13,13,840a68c2-8677-4b41-8ad3-68c9d2163afb,60125,60000,12,0,1569,88820,281,0.013492,20561,none,pm,1,1,1
contradict-t20,contradict,100,2,14,14,840a68c2-8677-4b41-8ad3-68c9d2163afb,60122,60000,12,2,1569,88841,313,0.013514,20857,none,pm,1,1,1
contradict-t20,contradict,100,2,15,15,840a68c2-8677-4b41-8ad3-68c9d2163afb,60131,60000,12,2,1952,101254,304,0.01537,23085,none,pm,1,1,1
contradict-t20,contradict,100,2,16,16,840a68c2-8677-4b41-8ad3-68c9d2163afb,60129,60000,12,2,1666,101330,303,0.015381,20016,none,pm,1,1,1
contradict-t20,contradict,100,2,17,17,840a68c2-8677-4b41-8ad3-68c9d2163afb,60118,60000,12,2,1688,101338,314,0.015389,15651,none,pm,1,1,1
contradict-t20,contradict,100,2,18,18,840a68c2-8677-4b41-8ad3-68c9d2163afb,60127,60000,12,2,1864,101345,301,0.015382,24152,none,pm,1,1,1
contradict-t20,contradict,100,2,19,19,840a68c2-8677-4b41-8ad3-68c9d2163afb,60133,60000,12,2,2076,101379,282,0.015376,21077,none,pm,1,1,1
contradict-t20,contradict,100,2,20,20,840a68c2-8677-4b41-8ad3-68c9d2163afb,60119,60000,12,2,2474,101412,327,0.015408,31814,none,pm,1,1,1
contradict-t20,contradict,100,3,1,1,02f99e6c-9707-4472-95b0-8ee72626d186,60181,60000,2,0,0,14193,282,0.002298,8073,none,default,1,1,0
contradict-t20,contradict,100,3,2,2,02f99e6c-9707-4472-95b0-8ee72626d186,60133,60000,4,0,0,26653,282,0.004167,19844,none,pm,1,1,1
contradict-t20,contradict,100,3,3,3,02f99e6c-9707-4472-95b0-8ee72626d186,60186,60000,6,0,0,39050,288,0.00603,19091,none,pm,1,1,1
contradict-t20,contradict,100,3,4,4,02f99e6c-9707-4472-95b0-8ee72626d186,60129,60000,8,0,0,51407,286,0.007883,19304,none,pm,1,1,1
contradict-t20,contradict,100,3,5,5,02f99e6c-9707-4472-95b0-8ee72626d186,60128,60000,10,0,0,63786,310,0.009754,18831,none,pm,1,1,1
contradict-t20,contradict,100,3,6,6,02f99e6c-9707-4472-95b0-8ee72626d186,60159,60000,12,0,0,76200,295,0.011607,16836,none,pm,1,1,1
contradict-t20,contradict,100,3,7,7,02f99e6c-9707-4472-95b0-8ee72626d186,60119,60000,12,0,840,88593,269,0.01345,17603,none,pm,1,1,1
contradict-t20,contradict,100,3,8,8,02f99e6c-9707-4472-95b0-8ee72626d186,60198,60000,12,0,906,88792,325,0.013514,22876,none,pm,1,1,1
contradict-t20,contradict,100,3,9,9,02f99e6c-9707-4472-95b0-8ee72626d186,60114,60000,12,0,1030,88845,316,0.013516,21306,none,pm,1,1,1
contradict-t20,contradict,100,3,10,10,02f99e6c-9707-4472-95b0-8ee72626d186,60118,60000,12,0,1128,88905,292,0.013511,21791,none,pm,1,1,1
contradict-t20,contradict,100,3,11,11,02f99e6c-9707-4472-95b0-8ee72626d186,60129,60000,12,0,1193,88852,309,0.013513,18303,none,pm,1,1,1
contradict-t20,contradict,100,3,12,12,02f99e6c-9707-4472-95b0-8ee72626d186,60116,60000,12,0,1470,88884,289,0.013506,22256,none,pm,1,1,1
contradict-t20,contradict,100,3,13,13,02f99e6c-9707-4472-95b0-8ee72626d186,60125,60000,12,0,1557,88935,323,0.013534,19522,none,pm,1,1,1
contradict-t20,contradict,100,3,14,14,02f99e6c-9707-4472-95b0-8ee72626d186,60122,60000,12,2,1557,88985,297,0.013526,17973,none,pm,1,1,1
contradict-t20,contradict,100,3,15,15,02f99e6c-9707-4472-95b0-8ee72626d186,60131,60000,12,2,1747,101359,304,0.015386,21426,none,pm,1,1,1
contradict-t20,contradict,100,3,16,16,02f99e6c-9707-4472-95b0-8ee72626d186,60129,60000,12,2,1831,101413,327,0.015408,22494,none,pm,1,1,1
contradict-t20,contradict,100,3,17,17,02f99e6c-9707-4472-95b0-8ee72626d186,60118,60000,12,2,2023,101475,335,0.015422,21036,none,pm,1,1,1
contradict-t20,contradict,100,3,18,18,02f99e6c-9707-4472-95b0-8ee72626d186,60127,60000,12,2,2102,101510,316,0.015416,12782,none,pm,1,1,1
contradict-t20,contradict,100,3,19,19,02f99e6c-9707-4472-95b0-8ee72626d186,60133,60000,12,2,2296,101555,286,0.015405,16572,none,pm,1,1,1
contradict-t20,contradict,100,3,20,20,02f99e6c-9707-4472-95b0-8ee72626d186,60119,60000,12,2,2013,101551,326,0.015428,21885,none,pm,1,1,1
